name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine
hyundai verna 1.6 sx vtvt (o),2014,500000,70000,petrol,individual,manual,first owner,17.1,1591.0
hyundai i20 active 1.2,2015,525000,50000,petrol,individual,manual,first owner,17.19,1197.0
maruti baleno zeta,2019,675000,16500,petrol,individual,manual,first owner,21.01,1197.0
hyundai i20 1.2 asta,2010,300000,70000,petrol,individual,manual,first owner,17.0,1197.0
maruti alto lxi,2005,90000,99361,petrol,individual,manual,second owner,19.7,796.0
maruti swift dzire vdi,2017,650000,25000,diesel,individual,manual,first owner,26.59,1248.0
maruti swift dzire vxi,2014,409000,70000,petrol,individual,manual,second owner,19.1,1197.0
hyundai grand i10 crdi sportz,2015,395000,80000,diesel,individual,manual,second owner,24.0,1120.0
maruti swift 1.3 vxi,2010,215000,70000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti swift dzire vxi,2014,400000,70000,petrol,individual,manual,second owner,19.1,1197.0
chevrolet beat ls,2012,120000,60000,petrol,individual,manual,third owner,18.6,1199.0
tata tigor 1.2 revotron xza,2018,645000,10000,petrol,individual,automatic,first owner,20.3,1199.0
maruti 800 std,2006,81000,80000,petrol,individual,manual,first owner,16.1,796.0
honda city i-dtec vx,2017,1300000,30000,diesel,individual,manual,first owner,25.6,1498.0
honda city i-dtec vx,2017,1250000,33000,diesel,individual,manual,first owner,25.6,1498.0
maruti ertiga vxi,2013,535000,90000,petrol,individual,manual,third owner,16.02,1373.0
nissan terrano xv premium 110 ps,2014,555000,80100,diesel,individual,manual,second owner,19.01,1461.0
honda city i vtec vx,2014,725000,120000,petrol,individual,manual,first owner,17.4,1497.0
mahindra willys cj 3b 4x4,1983,300000,10000,diesel,individual,manual,third owner,19.462816502829906,1430.789693178433
renault kwid rxl,2016,229999,40000,petrol,individual,manual,first owner,25.17,799.0
toyota innova 2.5 gx (diesel) 8 seater,2013,800000,160000,diesel,individual,manual,second owner,12.99,2494.0
maruti wagon r vxi bs iv,2017,409999,47000,petrol,individual,manual,first owner,20.51,998.0
hyundai creta 1.4 crdi s plus,2018,1210000,25000,diesel,individual,manual,first owner,21.38,1396.0
tata tiago 1.2 revotron xz,2017,400000,26000,petrol,individual,manual,first owner,23.84,1199.0
hyundai grand i10 1.2 crdi sportz,2018,520000,29000,diesel,individual,manual,first owner,24.0,1186.0
maruti baleno zeta automatic,2016,650000,50000,petrol,individual,automatic,first owner,21.4,1197.0
maruti swift zxi abs,2011,325000,58000,petrol,individual,manual,third owner,16.1,1298.0
maruti swift dzire vxi at,2012,420000,120000,petrol,individual,automatic,first owner,17.4,1197.0
maruti swift lxi option,2014,400000,50000,petrol,individual,manual,first owner,20.4,1197.0
hyundai i20 1.2 asta,2010,254999,80000,petrol,individual,manual,fourth & above owner,17.0,1197.0
maruti zen lxi,2003,65000,60000,petrol,individual,manual,fourth & above owner,17.3,993.0
maruti celerio lxi,2017,351000,36000,petrol,individual,manual,first owner,23.1,998.0
toyota innova 2.5 v diesel 8-seater,2007,404000,120000,diesel,individual,manual,third owner,12.8,2494.0
maruti ritz ldi,2011,185000,185000,diesel,individual,manual,third owner,21.1,1248.0
nissan micra diesel xv,2011,250000,50000,diesel,individual,manual,first owner,23.08,1461.0
maruti zen lxi,2002,60000,100000,petrol,individual,manual,fourth & above owner,17.3,993.0
hyundai verna 1.6 sx vtvt (o),2013,500000,50000,petrol,individual,manual,second owner,17.1,1591.0
maruti zen estilo lxi bsiii,2007,85000,80000,petrol,individual,manual,second owner,18.2,998.0
hyundai santro xing xl,2005,85000,60000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti alto lx,2005,85000,80000,petrol,individual,manual,fourth & above owner,19.7,796.0
maruti swift dzire zdi,2011,265000,90000,diesel,individual,manual,fourth & above owner,19.3,1248.0
maruti a-star vxi,2010,130000,162000,petrol,individual,manual,second owner,19.0,998.0
maruti ertiga vdi,2013,480000,110000,diesel,individual,manual,third owner,20.77,1248.0
maruti swift ldi bsiii,2008,170000,120000,diesel,individual,manual,third owner,17.8,1248.0
nissan micra diesel xv,2011,275000,45000,diesel,individual,manual,first owner,23.08,1461.0
maruti wagon r lxi,2005,89000,90000,petrol,individual,manual,second owner,18.9,998.0
ford figo diesel titanium,2010,170000,90000,diesel,individual,manual,second owner,20.0,1399.0
mahindra xuv300 w8 option bsiv,2019,1090000,16500,petrol,dealer,manual,first owner,17.0,1197.0
hyundai creta 1.6 crdi at sx plus,2017,1100000,67000,diesel,individual,automatic,first owner,17.01,1582.0
maruti swift vxi bsiv,2018,610000,52000,petrol,dealer,manual,first owner,22.0,1197.0
datsun go t option bsiv,2016,335000,40000,petrol,dealer,manual,first owner,20.63,1198.0
hyundai grand i10 asta,2015,434999,40000,petrol,dealer,manual,first owner,18.9,1197.0
toyota fortuner 2.8 2wd mt bsiv,2018,3000000,35000,diesel,individual,manual,first owner,14.24,2755.0
renault kwid rxl,2018,390000,13000,petrol,dealer,manual,first owner,20.71,799.0
honda brio 1.2 vx mt,2012,325000,40000,petrol,dealer,manual,first owner,18.5,1198.0
volkswagen ameo 1.2 mpi comfortline plus,2019,640000,10000,petrol,dealer,manual,first owner,17.0,1198.0
nissan sunny xv special edition,2012,450000,9000,petrol,dealer,manual,first owner,16.95,1498.0
toyota etios liva gd sp,2013,400000,70000,diesel,dealer,manual,second owner,23.59,1364.0
hyundai i10 sportz,2009,215000,60000,petrol,dealer,manual,first owner,20.36,1197.0
renault duster 85ps diesel rxl,2014,570000,40000,diesel,dealer,manual,first owner,20.45,1461.0
mahindra xuv500 w8 2wd,2012,680000,93000,diesel,dealer,manual,first owner,15.1,2179.0
toyota innova 2.5 v diesel 7-seater,2008,325000,80000,diesel,individual,manual,fourth & above owner,12.8,2494.0
tata indigo cs eglx bs iv,2011,150000,50000,petrol,individual,manual,second owner,15.64,1193.0
hyundai elantra sx at,2013,690000,68000,petrol,dealer,automatic,first owner,14.5,1797.0
mercedes-benz new c-class 220 cdi at,2013,1550000,25000,diesel,individual,automatic,first owner,14.84,2143.0
tata nano std,2012,64000,18000,petrol,dealer,manual,first owner,25.4,624.0
nissan micra diesel xl,2013,250000,120000,diesel,individual,manual,first owner,23.08,1461.0
maruti wagon r lxi,2005,65000,35000,petrol,individual,manual,first owner,18.9,998.0
maruti swift dzire vdi,2016,550000,60000,diesel,individual,manual,second owner,26.59,1248.0
hyundai i10 magna,2010,140000,70000,petrol,individual,manual,fourth & above owner,20.36,1197.0
renault kwid rxt,2016,300000,30000,petrol,individual,manual,first owner,25.17,799.0
volkswagen gti 1.8 tsi,2016,800000,70000,petrol,individual,automatic,first owner,16.34,1798.0
tata safari storme ex,2015,503000,110000,diesel,individual,manual,first owner,14.1,2179.0
volvo xc40 d4 inscription bsiv,2019,3800000,20000,diesel,individual,automatic,first owner,18.0,1969.0
toyota camry 2.5 hybrid,2016,2000000,68089,petrol,trustmark dealer,automatic,first owner,19.16,2494.0
maruti wagon r lxi,2013,225000,58343,petrol,trustmark dealer,manual,first owner,21.79,998.0
maruti baleno alpha 1.3,2018,740000,38817,diesel,dealer,manual,first owner,27.39,1248.0
honda jazz vx,2016,550000,56494,petrol,trustmark dealer,manual,first owner,18.2,1199.0
toyota innova 2.5 vx (diesel) 7 seater,2013,750000,79328,diesel,trustmark dealer,manual,second owner,12.99,2494.0
maruti swift amt vvt vxi,2019,650000,5621,petrol,trustmark dealer,automatic,first owner,22.0,1197.0
toyota etios vx,2017,625000,25538,petrol,trustmark dealer,manual,first owner,16.78,1496.0
maruti swift amt zxi,2018,600000,69779,petrol,dealer,automatic,first owner,22.0,1197.0
hyundai grand i10 1.2 crdi sportz,2017,450000,56290,diesel,dealer,manual,first owner,24.0,1186.0
bmw x4 m sport x xdrive20d,2019,5400000,7500,diesel,dealer,automatic,first owner,16.78,1995.0
bmw x4 m sport x xdrive20d,2019,5500000,8500,diesel,dealer,automatic,first owner,16.78,1995.0
honda amaze v cvt petrol bsiv,2019,779000,7032,petrol,trustmark dealer,automatic,first owner,19.0,1199.0
volvo v40 d3 r-design,2018,2475000,2000,diesel,dealer,automatic,first owner,16.8,1984.0
hyundai i10 magna,2010,150000,106000,petrol,individual,manual,third owner,20.36,1197.0
toyota etios liva diesel trd sportivo,2012,265000,162000,diesel,individual,manual,third owner,19.462816502829906,1430.789693178433
honda cr-v 2.4l 4wd at,2009,500000,120000,petrol,individual,automatic,second owner,11.1,2354.0
maruti swift dzire vdi,2015,480000,90000,diesel,individual,manual,first owner,26.59,1248.0
hyundai verna 1.6 sx crdi (o),2014,535000,70000,diesel,individual,manual,third owner,22.32,1582.0
toyota innova 2.5 g1 diesel 8-seater,2005,250000,240000,diesel,individual,manual,third owner,12.8,2494.0
maruti sx4 celebration diesel,2012,300000,100000,diesel,individual,manual,second owner,21.5,1248.0
hyundai verna xxi abs (petrol),2009,340000,214000,petrol,individual,manual,second owner,13.9,1599.0
hyundai verna crdi sx,2009,340000,214000,diesel,individual,manual,second owner,16.8,1493.0
maruti alto 800 vxi,2016,240000,50000,petrol,individual,manual,first owner,22.74,796.0
honda city i-vtec cvt v,2018,1085000,1000,petrol,individual,automatic,first owner,18.0,1497.0
maruti swift dzire amt vdi,2017,750000,19000,diesel,individual,automatic,first owner,28.4,1248.0
tata indigo ls,2012,95000,265000,diesel,individual,manual,second owner,17.0,1405.0
maruti eeco cng 5 seater ac,2020,409999,35000,cng,individual,manual,first owner,20.88,1196.0
maruti alto k10 vxi,2014,215000,80000,petrol,individual,manual,second owner,23.95,998.0
mahindra xuv500 at w10 awd,2016,1290000,50000,diesel,individual,automatic,first owner,16.0,2179.0
maruti alto k10 lxi,2010,150000,80000,petrol,individual,manual,first owner,20.92,998.0
hyundai eon sportz,2013,219000,50000,petrol,individual,manual,second owner,21.1,814.0
tata tiago 1.2 revotron xe,2018,325000,100000,petrol,individual,manual,first owner,23.84,1199.0
maruti eeco smiles 5 seater ac,2013,260000,120000,petrol,individual,manual,second owner,15.1,1196.0
honda amaze s cvt diesel bsiv,2019,700000,40000,diesel,individual,automatic,first owner,23.8,1498.0
hyundai creta 1.4 crdi base,2017,950000,45000,diesel,individual,manual,first owner,21.38,1396.0
maruti alto lxi bsiii,2010,160000,80000,petrol,individual,manual,second owner,19.7,796.0
hyundai xcent 1.1 crdi s option,2015,409999,135000,diesel,individual,manual,second owner,24.4,1120.0
toyota innova 2.5 g (diesel) 7 seater,2015,840000,120000,diesel,individual,manual,second owner,12.99,2494.0
toyota etios liva diesel,2013,450000,67000,diesel,individual,manual,first owner,23.59,1364.0
maruti swift dzire zdi plus,2017,900000,50000,diesel,individual,manual,first owner,28.4,1248.0
toyota innova 2.5 v diesel 7-seater,2008,570000,134000,diesel,individual,manual,second owner,12.8,2494.0
nissan micra diesel xv,2011,254999,110000,diesel,individual,manual,second owner,23.08,1461.0
maruti 800 ac bsiii,2009,130000,40000,petrol,individual,manual,first owner,16.1,796.0
maruti swift dzire vdi,2013,530000,120000,diesel,individual,manual,second owner,23.4,1248.0
volkswagen polo 1.5 tdi highline,2015,520000,110000,diesel,individual,manual,second owner,20.14,1498.0
mahindra verito 1.5 d2 bsiii,2011,229999,170000,diesel,individual,manual,second owner,21.0,1461.0
maruti 800 ac bsiii,2004,81000,80000,petrol,individual,manual,second owner,16.1,796.0
maruti swift vdi optional,2016,600000,47000,diesel,individual,manual,first owner,25.2,1248.0
hyundai xcent 1.2 kappa s option,2015,409999,93000,petrol,individual,manual,first owner,19.1,1197.0
maruti 800 std,2010,120000,70000,petrol,individual,manual,second owner,16.1,796.0
maruti celerio vxi,2014,320000,50000,petrol,individual,manual,first owner,23.1,998.0
ford figo diesel exi,2015,292000,70000,diesel,individual,manual,first owner,20.0,1399.0
tata safari dicor 2.2 lx 4x2,2012,390000,80000,diesel,individual,manual,first owner,13.93,2179.0
ford figo 1.2p titanium plus mt,2016,550000,44000,petrol,individual,manual,first owner,18.16,1196.0
maruti celerio zxi,2014,385000,25000,petrol,individual,manual,first owner,23.1,998.0
hyundai creta 1.6 vtvt s,2016,800000,25000,petrol,individual,manual,first owner,15.29,1591.0
maruti swift dzire vxi 1.2,2019,675000,10000,petrol,individual,manual,first owner,21.21,1197.0
tata hexa xt,2018,1525000,50000,diesel,individual,manual,first owner,17.6,2179.0
ford ecosport 1.5 diesel titanium plus bsiv,2018,950000,30000,diesel,individual,manual,first owner,23.0,1498.0
hyundai i20 active 1.4 sx with avn,2015,610000,50000,diesel,individual,manual,second owner,21.19,1396.0
hyundai i20 asta 1.4 crdi,2012,525000,120000,diesel,individual,manual,first owner,22.54,1396.0
mahindra bolero 2011-2019 sle,2015,375000,80000,diesel,individual,manual,first owner,15.96,2523.0
nissan terrano xl plus 85 ps,2015,580000,90000,diesel,individual,manual,first owner,20.45,1461.0
maruti swift vxi windsong limited edition,2015,434999,50000,petrol,individual,manual,second owner,20.4,1197.0
datsun redigo 1.0 s,2020,350000,2136,petrol,individual,manual,first owner,22.5,999.0
toyota innova 2.5 g (diesel) 7 seater,2012,730000,250000,diesel,individual,manual,first owner,12.99,2494.0
hyundai i20 magna 1.2,2015,600000,35000,petrol,individual,manual,first owner,18.6,1197.0
toyota innova 2.5 vx (diesel) 7 seater,2015,1050000,120000,diesel,individual,manual,first owner,12.99,2494.0
maruti baleno alpha 1.3,2017,735000,70000,diesel,individual,manual,first owner,27.39,1248.0
renault duster 110ps diesel rxz,2018,1050000,18000,diesel,dealer,manual,first owner,19.6,1461.0
chevrolet enjoy 1.3 tcdi ls 7,2016,420000,110000,diesel,individual,manual,second owner,18.2,1248.0
maruti sx4 s cross 2015-2017 ddis 200 zeta,2017,800000,60000,diesel,individual,manual,first owner,23.65,1248.0
toyota fortuner 4x2 at,2015,2000000,60000,diesel,individual,automatic,first owner,12.55,2982.0
maruti swift dzire vdi,2016,600000,147000,diesel,individual,manual,second owner,26.59,1248.0
toyota fortuner 4x2 at,2015,1900000,130000,diesel,individual,automatic,first owner,12.55,2982.0
chevrolet captiva lt,2011,500000,99500,diesel,individual,manual,third owner,11.5,1991.0
tata indica vista aqua 1.4 tdi,2011,200000,110000,diesel,individual,manual,second owner,17.0,1405.0
nissan micra active xl petrol,2016,370000,35000,petrol,individual,manual,first owner,19.49,1198.0
hyundai verna transform crdi vgt sx abs,2010,260000,110000,diesel,individual,manual,second owner,16.2,1493.0
mahindra kuv 100 mfalcon d75 k8,2016,280000,100000,diesel,individual,manual,first owner,25.32,1198.0
maruti ertiga vxi,2014,610000,21000,petrol,individual,manual,first owner,16.02,1373.0
ford fiesta titanium 1.5 tdci,2013,300000,60000,diesel,individual,manual,second owner,23.5,1498.0
tata indigo cs lx dicor,2010,140000,40000,diesel,individual,manual,first owner,16.6,1405.0
hyundai i10 magna 1.1l,2008,229999,50000,petrol,individual,manual,first owner,19.81,1086.0
maruti a-star vxi,2010,200000,65000,petrol,individual,manual,second owner,19.0,998.0
maruti wagon r vxi bsiii,2011,200000,80000,petrol,individual,manual,first owner,18.9,998.0
hyundai verna 1.6 crdi s,2015,560000,119000,diesel,individual,manual,first owner,23.9,1582.0
maruti ertiga shvs vdi,2016,750000,80000,diesel,individual,manual,first owner,24.52,1248.0
maruti swift vdi bsiv,2017,585000,90000,diesel,individual,manual,first owner,25.2,1248.0
hyundai verna 1.6 vtvt s option,2016,760000,20000,petrol,individual,manual,first owner,17.01,1591.0
maruti swift vdi bsiv,2014,430000,80000,diesel,individual,manual,second owner,25.2,1248.0
mahindra kuv 100 d75 k6 plus,2020,480000,44665,diesel,individual,manual,first owner,25.32,1198.0
kia seltos hte d,2019,643000,10000,diesel,individual,manual,first owner,20.8,1493.0
hyundai xcent 1.2 vtvt s,2018,500000,60000,petrol,individual,manual,first owner,20.14,1197.0
honda brio 1.2 s mt,2016,425000,22000,petrol,individual,manual,first owner,18.5,1198.0
maruti alto 800 lxi,2014,250000,25000,petrol,individual,manual,first owner,22.74,796.0
maruti celerio ldi,2016,285000,70000,diesel,individual,manual,first owner,27.62,793.0
maruti swift dzire vxi,2008,160000,123000,petrol,individual,manual,third owner,17.5,1298.0
volkswagen vento diesel trendline,2011,250000,70000,diesel,individual,manual,second owner,20.54,1598.0
chevrolet beat ls,2013,170000,70000,petrol,individual,manual,second owner,18.6,1199.0
toyota etios liva gd,2013,409999,45000,diesel,individual,manual,first owner,23.59,1364.0
hyundai grand i10 at asta,2015,400000,40000,petrol,individual,automatic,first owner,18.9,1197.0
maruti swift dzire vdi,2019,700000,30000,diesel,individual,manual,first owner,28.4,1248.0
honda civic 1.8 v at,2007,350000,90000,petrol,individual,automatic,first owner,12.9,1799.0
maruti ertiga bsiv vxi,2016,660000,34000,petrol,individual,manual,second owner,17.5,1373.0
maruti alto 800 vxi,2017,268000,25000,petrol,individual,manual,first owner,24.7,796.0
maruti alto 800 vxi,2016,270000,50000,petrol,individual,manual,first owner,22.74,796.0
chevrolet beat diesel lt,2013,300000,50000,diesel,individual,manual,first owner,25.44,936.0
tata tiago 1.2 revotron xz,2017,450000,90000,petrol,individual,manual,first owner,23.84,1199.0
