name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,car_age,km_per_year,price_per_km,brand,is_luxury,engine_category,mileage_category,is_first_owner,age_x_km,brand_avg_price
volkswagen vento petrol highline,2011,375000,49000,petrol,individual,manual,first owner,15.04,1598.0,15,3062.5,7.652905042754229,volkswagen,0,large,medium,1,735000,489574.6954022989
hyundai elantra sx,2012,550000,95000,petrol,individual,manual,first owner,16.3,1797.0,14,6333.333333333333,5.789412743023758,hyundai,0,large,medium,1,1330000,450973.4849921011
skoda rapid 1.6 mpi at elegance,2016,645000,11000,petrol,dealer,automatic,first owner,14.3,1598.0,10,1000.0,58.631033542405234,skoda,0,large,low,1,110000,591442.8142857143
mercedes-benz cla 200 cgi sport,2018,2550000,18000,petrol,dealer,automatic,first owner,15.04,1991.0,8,2000.0,141.6587967335148,mercedes-benz,1,large,medium,1,144000,2253347.8260869565
maruti ertiga zxi,2014,599000,46100,petrol,dealer,manual,first owner,16.02,1373.0,12,3546.153846153846,12.993210559423874,maruti,0,medium,medium,1,553200,387911.1913123845
mercedes-benz new c-class c 200 avantgarde,2017,2700000,16000,petrol,dealer,automatic,first owner,14.74,1991.0,9,1600.0,168.7394537841385,mercedes-benz,1,large,low,1,144000,2253347.8260869565
honda city v at,2017,875000,18000,petrol,dealer,automatic,first owner,15.6,1497.0,9,1800.0,48.60841064385312,honda,0,medium,medium,1,162000,573563.908839779
toyota glanza v cvt,2019,894999,9654,petrol,dealer,automatic,first owner,19.56,1197.0,7,1206.75,92.69798032107717,toyota,0,medium,medium,1,67578,889490.1344537815
maruti alto k10 vxi,2011,175000,11000,petrol,dealer,manual,first owner,23.95,998.0,15,687.5,15.907644759567312,maruti,0,small,high,1,165000,387911.1913123845
maruti swift vxi,2012,340000,24300,petrol,dealer,manual,first owner,21.21,1197.0,14,1620.0,13.991193778033825,maruti,0,medium,high,1,340200,387911.1913123845
toyota innova crysta 2.8 zx at bsiv,2016,1525000,42163,diesel,dealer,automatic,second owner,11.36,2755.0,10,3833.0,36.16829522815672,toyota,0,premium,low,0,421630,889490.1344537815
tata nexon 1.5 revotorq xza plus dualtone,2018,1025000,8000,diesel,dealer,automatic,first owner,21.5,1497.0,8,888.8888888888889,128.10898637670292,tata,0,medium,high,1,64000,344393.97836166923
bmw 3 series 320d luxury line,2016,2150000,30000,diesel,dealer,automatic,first owner,22.69,1995.0,10,2727.2727272727275,71.66427785740476,bmw,1,large,high,1,300000,2770638.2978723403
toyota camry 2.5 hybrid,2016,1900000,41000,petrol,dealer,automatic,first owner,19.16,2494.0,10,3727.2727272727275,46.34033316260579,toyota,0,premium,medium,1,410000,889490.1344537815
bmw 5 series 520d luxury line,2016,2900000,12000,diesel,dealer,automatic,first owner,18.12,1995.0,10,1090.909090909091,241.64652945587866,bmw,1,large,medium,1,120000,2770638.2978723403
toyota camry w4 (at),2009,450000,71000,petrol,dealer,automatic,first owner,12.1,2362.0,17,3944.4444444444443,6.3379389022689825,toyota,0,premium,low,1,1207000,889490.1344537815
maruti ertiga bsiv zxi plus,2016,850000,20000,petrol,individual,manual,first owner,17.5,1373.0,10,1818.1818181818182,42.497875106244685,maruti,0,medium,medium,1,200000,387911.1913123845
volkswagen vento diesel highline,2011,300000,100000,diesel,individual,manual,second owner,20.54,1598.0,15,6250.0,2.999970000299997,volkswagen,0,large,high,0,1500000,489574.6954022989
ford figo aspire 1.2 ti-vct trend,2018,575000,9500,petrol,individual,manual,first owner,18.16,1196.0,8,1055.5555555555557,60.51994526891906,ford,0,medium,medium,1,76000,504376.6925207756
ford figo diesel lxi,2011,160000,120000,diesel,individual,manual,first owner,20.0,1399.0,15,7500.0,1.333322222314814,ford,0,medium,high,1,1800000,504376.6925207756
maruti swift vxi optional,2015,515000,36600,petrol,individual,manual,first owner,20.4,1197.0,11,3050.0,14.070653807273025,maruti,0,medium,high,1,402600,387911.1913123845
maruti wagon r amt vxi,2015,390000,50000,petrol,individual,automatic,second owner,20.51,998.0,11,4166.666666666667,7.799844003119937,maruti,0,small,high,0,550000,387911.1913123845
hyundai i20 magna 1.2,2016,550000,14000,petrol,individual,manual,second owner,18.6,1197.0,10,1272.7272727272727,39.28290836368831,hyundai,0,medium,medium,0,140000,450973.4849921011
maruti 800 std,1999,40000,40000,petrol,individual,manual,second owner,16.1,796.0,27,1428.5714285714287,0.9999750006249843,maruti,0,small,medium,0,1080000,387911.1913123845
maruti ritz vdi,2010,220000,120000,diesel,individual,manual,first owner,21.1,1248.0,16,7058.823529411765,1.8333180556828692,maruti,0,medium,high,1,1920000,387911.1913123845
hyundai grand i10 magna,2015,425000,70000,petrol,individual,manual,first owner,18.9,1197.0,11,5833.333333333333,6.071341837973743,hyundai,0,medium,medium,1,770000,450973.4849921011
volkswagen ameo 1.0 mpi trendline,2019,480000,13000,petrol,individual,manual,first owner,19.44,999.0,7,1625.0,36.920236904853475,volkswagen,0,small,medium,1,91000,489574.6954022989
hyundai grand i10 sportz,2014,400000,60000,petrol,individual,manual,second owner,18.9,1197.0,12,4615.384615384615,6.666555557407377,hyundai,0,medium,medium,0,720000,450973.4849921011
maruti swift dzire vxi,2014,487000,35000,petrol,individual,manual,first owner,19.1,1197.0,12,2692.3076923076924,13.913888174623581,maruti,0,medium,medium,1,420000,387911.1913123845
hyundai xcent 1.2 kappa s,2016,386000,44000,petrol,individual,manual,second owner,19.1,1197.0,10,4000.0,8.772527897093248,hyundai,0,medium,medium,0,440000,450973.4849921011
honda city 1.5 exi,2005,100000,120000,petrol,individual,manual,second owner,13.0,1493.0,21,5454.545454545455,0.8333263889467588,honda,0,medium,low,0,2520000,573563.908839779
toyota corolla altis diesel d4dg,2010,300000,60000,diesel,individual,manual,first owner,21.43,1364.0,16,3529.4117647058824,4.9999166680555325,toyota,0,medium,high,1,960000,889490.1344537815
daewoo matiz sd,2000,100000,60000,petrol,individual,manual,first owner,18.5,796.0,26,2222.222222222222,1.6666388893518442,daewoo,0,small,medium,1,1560000,77000.0
toyota fortuner 4x2 manual,2014,1750000,30000,diesel,individual,manual,second owner,13.0,2982.0,12,2307.6923076923076,58.33138895370154,toyota,0,premium,low,0,360000,889490.1344537815
mahindra kuv 100 mfalcon g80 k8,2016,450000,15000,petrol,individual,manual,second owner,18.15,1198.0,10,1363.6363636363637,29.998000133324446,mahindra,0,medium,medium,0,150000,616710.4889196676
tata zest quadrajet 1.3 75ps xm,2017,490000,90000,diesel,individual,manual,first owner,22.95,1248.0,9,9000.0,5.4443839512894305,tata,0,medium,high,1,810000,344393.97836166923
honda city 1.5 s mt,2009,345000,47000,petrol,individual,manual,second owner,17.0,1497.0,17,2611.1111111111113,7.34026935597115,honda,0,medium,medium,0,799000,573563.908839779
maruti zen lxi,2005,85000,90000,petrol,individual,manual,first owner,17.3,993.0,21,4090.909090909091,0.9444339507338807,maruti,0,small,medium,1,1890000,387911.1913123845
maruti wagon r vxi bs iv with abs,2010,215000,120600,petrol,individual,manual,second owner,18.9,998.0,16,7094.117647058823,1.782738119916087,maruti,0,small,medium,0,1929600,387911.1913123845
hyundai verna transform sx vtvt,2010,320000,100000,petrol,individual,manual,third owner,16.2,1599.0,16,5882.35294117647,3.1999680003199966,hyundai,0,large,medium,0,1600000,450973.4849921011
maruti swift dzire vxi,2016,459999,60000,petrol,individual,manual,second owner,20.85,1197.0,10,5454.545454545455,7.666522224629589,maruti,0,medium,high,0,600000,387911.1913123845
hyundai getz gls,2005,65000,86000,petrol,individual,manual,first owner,15.3,1341.0,21,3909.090909090909,0.7558051650562203,hyundai,0,medium,medium,1,1806000,450973.4849921011
hyundai elite i20 sportz plus bsiv,2020,720000,5000,petrol,individual,manual,first owner,18.6,1197.0,6,714.2857142857143,143.97120575884824,hyundai,0,medium,medium,1,30000,450973.4849921011
maruti ciaz 1.3 alpha,2017,800000,37000,diesel,individual,manual,first owner,28.09,1248.0,9,3700.0,21.62103726926299,maruti,0,medium,very_high,1,333000,387911.1913123845
tata tigor 1.2 revotron xz,2019,520000,14000,petrol,individual,manual,first owner,20.3,1199.0,7,1750.0,37.140204271123494,tata,0,medium,high,1,98000,344393.97836166923
maruti ertiga vdi,2015,580000,70000,diesel,individual,manual,first owner,20.77,1248.0,11,5833.333333333333,8.285595920058284,maruti,0,medium,high,1,770000,387911.1913123845
toyota etios gd,2012,235000,120000,diesel,individual,manual,first owner,19.462816502829902,1430.789693178433,14,8000.0,1.9583170140248831,toyota,0,medium,medium,1,1680000,889490.1344537815
honda city i vtec s,2015,600000,50000,petrol,individual,manual,first owner,17.4,1497.0,11,4166.666666666667,11.999760004799905,honda,0,medium,medium,1,550000,573563.908839779
honda brio s mt,2014,290000,60000,petrol,individual,manual,second owner,19.4,1198.0,12,4615.384615384615,4.833252779120348,honda,0,medium,medium,0,720000,573563.908839779
maruti wagon r lxi cng,2016,360000,50000,cng,individual,manual,first owner,26.6,998.0,10,4545.454545454545,7.199856002879942,maruti,0,small,very_high,1,500000,387911.1913123845
maruti swift dzire vxi,2017,550000,50000,petrol,individual,manual,first owner,20.85,1197.0,9,5000.0,10.999780004399913,maruti,0,medium,high,1,450000,387911.1913123845
hyundai i20 sportz 1.2,2013,375000,70000,petrol,individual,manual,first owner,18.5,1197.0,13,5000.0,5.357066327623891,hyundai,0,medium,medium,1,910000,450973.4849921011
maruti omni e 8 str std,2003,40000,90000,petrol,individual,manual,second owner,19.462816502829902,1430.789693178433,23,3750.0,0.44443950622770856,maruti,0,medium,medium,0,2070000,387911.1913123845
maruti wagon r amt vxi,2018,420000,35000,petrol,individual,automatic,first owner,20.51,998.0,8,3888.8888888888887,11.999657152652782,maruti,0,small,high,1,280000,387911.1913123845
maruti swift dzire vxi 1.2,2017,550000,20000,petrol,individual,manual,first owner,21.21,1197.0,9,2000.0,27.498625068746563,maruti,0,medium,high,1,180000,387911.1913123845
maruti alto 800 lxi,2018,270000,20000,petrol,individual,manual,first owner,24.7,796.0,8,2222.222222222222,13.499325033748313,maruti,0,small,high,1,160000,387911.1913123845
maruti swift dzire amt vxi bs iv,2018,700000,7800,petrol,individual,automatic,first owner,22.0,1197.0,8,866.6666666666666,89.73208563004744,maruti,0,medium,high,1,62400,387911.1913123845
maruti swift vxi optional,2017,500000,20000,petrol,individual,manual,first owner,20.4,1197.0,9,2000.0,24.998750062496875,maruti,0,medium,high,1,180000,387911.1913123845
tata hexa xe,2019,1250000,15000,diesel,individual,manual,first owner,17.6,2179.0,7,1875.0,83.32777814812346,tata,0,premium,medium,1,105000,344393.97836166923
hyundai i20 magna,2013,320000,31377,petrol,individual,manual,second owner,18.5,1197.0,13,2241.214285714286,10.198228057874944,hyundai,0,medium,medium,0,407901,450973.4849921011
maruti swift dzire vdi,2018,700000,50000,diesel,individual,manual,first owner,28.4,1248.0,8,5555.555555555556,13.999720005599888,maruti,0,medium,very_high,1,400000,387911.1913123845
maruti wagon r vxi bs iv,2015,290000,60000,petrol,individual,manual,first owner,20.51,998.0,11,5000.0,4.833252779120348,maruti,0,small,high,1,660000,387911.1913123845
toyota corolla altis 1.8 vl at,2012,550000,100000,petrol,individual,automatic,first owner,14.53,1794.0,14,6666.666666666667,5.499945000549994,toyota,0,large,low,1,1400000,889490.1344537815
honda brio s mt,2012,265000,60000,petrol,individual,manual,first owner,19.4,1198.0,14,4000.0,4.416593056782387,honda,0,medium,medium,1,840000,573563.908839779
maruti baleno alpha automatic,2018,830000,5000,petrol,individual,automatic,first owner,21.4,1197.0,8,555.5555555555555,165.96680663867227,maruti,0,medium,high,1,40000,387911.1913123845
tata safari storme ex,2017,800000,60000,diesel,individual,manual,first owner,14.1,2179.0,9,6000.0,13.333111114814754,tata,0,premium,low,1,540000,344393.97836166923
maruti alto lxi,2011,160000,25000,petrol,individual,manual,second owner,19.7,796.0,15,1562.5,6.399744010239591,maruti,0,small,medium,0,375000,387911.1913123845
renault kwid rxt,2018,335000,30000,petrol,individual,manual,first owner,25.17,799.0,8,3333.3333333333335,11.166294456851439,renault,0,small,very_high,1,240000,449694.1359223301
datsun go t bsiv,2017,329000,80000,petrol,individual,manual,second owner,20.63,1198.0,9,8000.0,4.11244859439257,datsun,0,medium,high,0,720000,316017.49122807017
maruti vitara brezza vdi option,2017,775000,75000,diesel,individual,manual,first owner,24.3,1248.0,9,7500.0,10.333195557392568,maruti,0,medium,high,1,675000,387911.1913123845
hyundai xcent 1.2 vtvt sx,2020,524000,32000,petrol,individual,manual,first owner,20.14,1197.0,6,4571.428571428572,16.37448829724071,hyundai,0,medium,high,1,192000,450973.4849921011
maruti alto 800 lxi,2015,245000,40000,petrol,individual,manual,first owner,22.74,796.0,11,3333.3333333333335,6.12484687882803,maruti,0,small,high,1,440000,387911.1913123845
hyundai i20 1.2 sportz,2012,275000,93000,petrol,individual,manual,second owner,17.0,1197.0,14,6200.0,2.956957452070408,hyundai,0,medium,medium,0,1302000,450973.4849921011
tata zest revotron 1.2 xt,2018,520000,60000,petrol,individual,manual,first owner,17.57,1193.0,8,6666.666666666667,8.66652222462959,tata,0,medium,medium,1,480000,344393.97836166923
maruti swift 1.3 vxi,2008,130000,120000,petrol,individual,manual,second owner,19.462816502829902,1430.789693178433,18,6315.789473684211,1.0833243056307864,maruti,0,medium,medium,0,2160000,387911.1913123845
nissan sunny xl,2014,550000,37000,petrol,individual,manual,first owner,16.95,1498.0,12,2846.153846153846,14.864463122618307,nissan,0,medium,medium,1,444000,456616.38356164383
ford ecosport 1.5 petrol titanium plus bsiv,2018,910000,15000,petrol,individual,manual,first owner,17.0,1497.0,8,1666.6666666666667,60.66262249183388,ford,0,medium,medium,1,120000,504376.6925207756
nissan micra active xv s,2015,300000,80000,petrol,individual,manual,first owner,19.49,1198.0,11,6666.666666666667,3.74995312558593,nissan,0,medium,medium,1,880000,456616.38356164383
maruti wagon r lxi optional,2016,350000,140000,petrol,individual,manual,first owner,20.51,998.0,10,12727.272727272728,2.499982142984693,maruti,0,small,high,1,1400000,387911.1913123845
mahindra ssangyong rexton rx5,2013,900000,70000,diesel,individual,manual,first owner,12.83,2696.0,13,5000.0,12.856959186297338,mahindra,0,premium,low,1,910000,616710.4889196676
mahindra quanto c8,2013,300000,120000,diesel,individual,manual,second owner,17.21,1493.0,13,8571.42857142857,2.4999791668402764,mahindra,0,medium,medium,0,1560000,616710.4889196676
maruti ritz ldi,2010,250000,110000,diesel,individual,manual,second owner,21.1,1248.0,16,6470.588235294118,2.2727066117580748,maruti,0,medium,high,0,1760000,387911.1913123845
hyundai creta 1.6 crdi sx plus dual tone,2017,1100000,37000,diesel,individual,manual,first owner,19.67,1582.0,9,3700.0,29.728926245236615,hyundai,0,large,medium,1,333000,450973.4849921011
renault kwid rxt,2016,270000,44000,petrol,individual,manual,first owner,25.17,799.0,10,4000.0,6.136224176723256,renault,0,small,very_high,1,440000,449694.1359223301
maruti ertiga vdi,2015,640000,80000,diesel,individual,manual,first owner,20.77,1248.0,11,6666.666666666667,7.999900001249984,maruti,0,medium,high,1,880000,387911.1913123845
mahindra xuv500 w4,2015,650000,125000,diesel,individual,manual,first owner,15.1,2179.0,11,10416.666666666666,5.199958400332798,mahindra,0,premium,medium,1,1375000,616710.4889196676
maruti eeco 5 seater ac bsiv,2017,409999,13500,petrol,individual,manual,first owner,15.37,1196.0,9,1350.0,30.36804681134731,maruti,0,medium,medium,1,121500,387911.1913123845
hyundai santro xing gls,2011,165000,75000,petrol,individual,manual,first owner,17.92,1086.0,15,4687.5,2.1999706670577726,hyundai,0,medium,medium,1,1125000,450973.4849921011
hyundai accent gle,2007,80000,120000,petrol,individual,manual,second owner,13.2,1495.0,19,6000.0,0.666661111157407,hyundai,0,medium,low,0,2280000,450973.4849921011
mahindra xuv500 w8 2wd,2012,535000,120000,diesel,individual,manual,first owner,15.1,2179.0,14,8000.0,4.458296180865159,mahindra,0,premium,medium,1,1680000,616710.4889196676
toyota innova 2.5 ev (diesel) ps 7 seater bs iv,2013,700000,70000,diesel,individual,manual,first owner,12.99,2494.0,13,5000.0,9.99985714489793,toyota,0,premium,low,1,910000,889490.1344537815
maruti swift dzire vdi,2013,550000,70000,diesel,individual,manual,first owner,23.4,1248.0,13,5000.0,7.857030613848374,maruti,0,medium,high,1,910000,387911.1913123845
honda amaze s cvt petrol bsiv,2019,680000,15000,petrol,individual,automatic,first owner,19.0,1199.0,7,1875.0,45.33031131257916,honda,0,medium,medium,1,105000,573563.908839779
hyundai i10 sportz 1.2,2009,200000,53000,petrol,individual,manual,second owner,20.36,1197.0,17,2944.4444444444443,3.773513707288542,hyundai,0,medium,high,0,901000,450973.4849921011
maruti swift dzire vdi,2014,500000,120000,diesel,individual,manual,second owner,23.4,1248.0,12,9230.76923076923,4.166631944733794,maruti,0,medium,high,0,1440000,387911.1913123845
maruti ertiga shvs zdi plus,2016,1000000,70000,diesel,individual,manual,first owner,24.52,1248.0,10,6363.636363636364,14.285510206997042,maruti,0,medium,high,1,700000,387911.1913123845
hyundai getz 1.3 gvs,2008,110000,120000,petrol,individual,manual,second owner,14.2,1341.0,18,6315.789473684211,0.9166590278414346,hyundai,0,medium,low,0,2160000,450973.4849921011
hyundai i20 1.2 magna,2012,320000,100000,petrol,individual,manual,second owner,18.5,1197.0,14,6666.666666666667,3.1999680003199966,hyundai,0,medium,medium,0,1400000,450973.4849921011
tata indica dls,2005,75000,110000,diesel,individual,manual,second owner,19.462816502829902,1430.789693178433,21,5000.0,0.6818119835274224,tata,0,medium,medium,0,2310000,344393.97836166923
